id,normal_1,normal_2,day1_1,day1_2,day2_1,day2_2,day7_1,day7_2,day14_1,day14_2
ENSMUSG00000037686,531.268,651.72,335.591,334.846,197.174,307.194,123.206,272.619,93.7247,196.159
ENSMUSG00000027831,221.602,266.359,175.409,159.419,234.808,256.927,149.938,315.059,110.588,126.36
ENSMUSG00000039201,26.0723,29.1331,57.7329,45.8475,81.6009,88.87,29.856,44.5586,13.6292,27.6568
ENSMUSG00000031095,4363.05,4784.08,4064.48,3917.29,4599.03,5957.03,2806.52,6792.09,2022.51,3226.75
ENSMUSG00000034931,879.279,1065.39,914.287,928.276,1000.1,1264.27,738.352,1362.07,466.444,714.587
ENSMUSG00000038208,68.2225,89.8871,57.9041,76.351,84.8474,105.245,72.8696,138.981,40.8101,59.2117
ENSMUSG00000074582,6636.69,8010.67,6029.93,6215.89,6324.37,7996.1,3899.42,7851.88,2594.37,4446.14
ENSMUSG00000018363,197.474,254.903,260.008,229.53,222.079,299.678,143.585,309.76,106.426,183.47
ENSMUSG00000053580,1350.27,1849.15,1052.15,995.539,864.276,1074.06,588.489,1108.74,530.884,896.935
ENSMUSG00000034621,367.403,496.718,389.289,285.119,462.409,431.722,288.092,635.13,225.34,344.775
ENSMUSG00000020687,304.814,438.867,368.74,378.299,527.789,595.888,292.982,550.351,197.961,321.507
ENSMUSG00000042446,88.0664,88.1754,98.9362,86.6672,114.952,127.736,91.2536,167.086,58.0008,85.8415
ENSMUSG00000020758,529.365,671.725,989.61,1139.39,2193.28,2251.2,1283.57,2839.34,679.153,1024.45
ENSMUSG00000005045,2973.51,4066.74,2992.88,3279.8,3135.72,3873.74,2046.66,4133.95,1343.35,2346.85
ENSMUSG00000033295,3520.43,4631.85,2005.99,2015.87,2507.56,2998.83,1708.29,3044.61,1347.44,2197.47
ENSMUSG00000044700,885.661,1082.08,821.731,792.339,894.502,838.272,728.455,1170.36,441.424,959.594
ENSMUSG00000028559,2467.05,3353.77,2369.24,2516.22,2137.24,3035.07,1559.92,3203.79,1110.22,1781.69
ENSMUSG00000039410,139.498,189.079,92.6001,88.2141,123.103,130.644,118.553,214.542,92.4863,131.373
ENSMUSG00000078612,52.4532,66.7033,109.041,75.1716,101.471,160.112,112.408,158.053,57.4755,50.5257
ENSMUSG00000033253,116.665,140.391,116.266,108.481,127.209,141.916,75.5196,147.429,50.2194,86.5972
ENSMUSG00000037600,30.2841,49.4533,25.0076,18.4399,18.009,23.5153,11.971,27.8181,9.82554,15.9558
ENSMUSG00000037270,283.982,424.758,235.765,259.441,316.612,342.831,134.807,273.18,94.5864,209.316
ENSMUSG00000040711,149.447,170.102,151.765,159.615,249.48,294.171,216.065,425.807,131.188,269.11
ENSMUSG00000034255,550.338,764.632,510.532,520.926,527.209,748.294,464.437,943.316,294.267,478.397
ENSMUSG00000064127,472.159,485.896,495.481,447.241,565.723,733.353,361.027,744.417,228.042,385.72
ENSMUSG00000040740,206.303,241.465,165.431,164.437,128.33,180.878,62.5609,152.161,54.5367,113.423
ENSMUSG00000078515,3180,4095.34,3184.1,3446.72,3512.3,4597.65,2314.87,4782.94,1594.35,2425.18
ENSMUSG00000031093,434.382,569.732,347.856,354.819,425.035,446.786,223.871,600.676,175.038,483.216
ENSMUSG00000079487,455.566,532.915,514.954,464.901,577.144,650.554,399.791,718.378,254.186,425.555
ENSMUSG00000040549,5173.25,6744.69,5129.97,5394.18,6225.39,7887.55,3663.67,7251.2,2424.31,3931.08
ENSMUSG00000040506,69.9331,95.4867,92.8597,78.8972,83.9282,97.6847,44.292,95.2783,38.6662,61.39
ENSMUSG00000026933,125.858,182.239,140.869,133.676,164.138,218.861,103.341,192.024,62.3586,118.845
ENSMUSG00000037703,708.757,1004.43,454.761,505.475,461.437,592.579,355.065,676.386,294.888,476.331
ENSMUSG00000006471,302.934,428.119,315.378,294.799,348.768,435.621,235.254,465.941,134.748,217.135
ENSMUSG00000048707,1732.97,2532.92,2546.51,2395.89,2768.82,3186.35,1559.76,3493.05,814.513,1306.49
ENSMUSG00000040272,440.494,559.486,357.87,372.146,357.138,488.012,311.067,689.457,231.222,378.498
ENSMUSG00000050323,546.454,712.827,451.812,482.436,392.299,560.953,272.172,435.623,189.61,276.007
ENSMUSG00000040720,594.226,752.486,666.555,611.073,791.027,932.66,517.492,1101.6,326.199,526.617
ENSMUSG00000026927,71.7857,124.589,79.2816,78.9657,59.6834,92.0642,55.6871,105.365,35.5356,48.0077
ENSMUSG00000036646,848.334,1035.52,828.302,842.471,1017.28,1375.34,747.423,1546.51,460.353,745.343
ENSMUSG00000036833,1426.68,1906.17,1031.15,1143.84,1113.93,1466.26,700.627,1555.38,471.956,853.666
ENSMUSG00000028849,384.808,530.422,578.283,501.917,781.942,885.725,528.441,1045.48,338.241,492.466
ENSMUSG00000028573,7368.96,9214.71,5834.91,6046.74,3517.24,5597.35,2014.37,3873.52,1530.28,3399.23
ENSMUSG00000074796,19.9116,17.3684,16.3191,14.7569,21.3243,19.6844,26.7966,35.6987,17.6397,19.2651
ENSMUSG00000045205,364.994,401.923,311.6,304.531,288.385,461.26,254.474,501.762,192.995,502.963
ENSMUSG00000028248,170.851,214.859,174.248,124.658,158.336,218.103,112.057,262.29,75.585,111.058
ENSMUSG00000038368,2015.24,2550.8,1906.95,1899.31,2081.34,2573.62,1168.53,2340.37,765.82,1425.48
ENSMUSG00000070985,4300.44,6142.37,3555.91,4431.97,3343.14,4142.67,1583.7,4510.07,1438.43,1873.62
ENSMUSG00000075272,152.969,143.568,115.551,71.3365,75.1419,111.308,38.1314,91.9002,23.1175,81.5715
ENSMUSG00000043535,323.644,310.091,277.922,175.584,176.653,274.424,73.9412,270.217,66.9286,152.801
ENSMUSG00000038764,452.133,624.646,425.774,418.359,450.15,489.981,259.587,520.882,201.561,374.408
ENSMUSG00000041351,1810.87,2139.48,993.266,993.678,703.823,909.056,572.704,888.57,604.187,938.405
ENSMUSG00000045180,1034.69,1634.35,899.167,887.832,1074.96,1302.56,686.183,1558.23,482.889,776.799
ENSMUSG00000070972,44.515,53.0777,38.2183,43.975,51.9799,57.0741,28.4559,66.5961,26.1466,48.651
ENSMUSG00000066036,12993.7,16366.6,13153.7,14241.1,14319.8,18435.4,8176.82,17224,5615.5,9355.72
ENSMUSG00000027469,43.0207,72.0244,36.3066,45.2684,118.645,137.211,33.6886,81.1567,23.4326,54.2043
ENSMUSG00000078234,2212.27,2822.36,1648.7,1667.49,1529.97,1898.17,1124.11,2183.03,841.914,1454.98
ENSMUSG00000036053,1487.65,1866.73,1251.78,1382.08,1677.01,1925.74,1360.26,2605.34,938.292,1321.44
ENSMUSG00000027384,1020.5,1427.45,811.139,823.419,610.488,823.134,407.641,824.222,327.894,587.053
ENSMUSG00000016255,1572.6,2005.7,1432.25,1803.54,1964.46,2258.03,1499.06,2177.92,873.361,1033.52
ENSMUSG00000027304,1004.65,1239.4,1015.41,1018.36,1348.39,1605.72,945.407,1855.32,624.209,926.933
ENSMUSG00000036617,2399.84,3175.07,2269.9,2191.99,2788.49,3367.21,2515.13,4428.8,1636,2222.32
ENSMUSG00000031303,672.314,906.146,536.898,566.174,483.785,675.69,380.868,751.825,309.847,416.467
ENSMUSG00000042133,1085.61,1294.19,1037.97,1170.58,1308.32,1633.31,1245.38,2491.38,729.062,1046.2
ENSMUSG00000026768,1195.31,1234.05,667.894,678.036,642.296,825.723,700.94,1322.76,437.736,572.553
ENSMUSG00000033526,715.529,1046.7,758.29,820.973,1031.23,1078.87,557.82,1125.34,358.016,661.867
ENSMUSG00000027070,76944.6,90713.8,54210.7,57310,29633.5,46264.9,16820.7,32889.1,15984.8,30622.9
ENSMUSG00000040706,426.252,688.428,366.712,461.879,240.949,300.297,117.68,277.167,83.0856,180.508
ENSMUSG00000051747,920.802,1286.4,869.038,1018.71,872.676,1044.58,448.738,897.6,296.965,536.806
ENSMUSG00000026819,1193.08,1802.15,823.186,903.675,618.337,856.11,376.911,727.609,296.446,608.63
ENSMUSG00000025815,11141.7,14362.4,9768.09,9705.81,5591.42,7482.83,2768.43,5751.15,2412.41,5257.58
ENSMUSG00000068394,769.109,999.437,556.748,304.476,281.167,392.091,89.4303,362.386,122.896,349.157
ENSMUSG00000027074,255.958,310.877,208.171,218.008,228.255,319.493,205.023,534.687,166.429,196.391
ENSMUSG00000035437,4173.07,4651.21,3465.12,3450.48,3651.32,4676.9,3210.07,5774.77,1841.97,2852.01
ENSMUSG00000040964,1155.85,1378.07,1537.51,1583.33,1697.23,1991.8,1253.36,2126.26,709.619,1093.54
ENSMUSG00000074576,1245.08,1456.1,1272.81,1237.76,1175.82,1529.93,743.478,1408.19,495.964,792.076
ENSMUSG00000057421,1005.22,1251.71,1152.03,1230.32,1519.22,1745.17,1038.08,2098.9,628.573,1050.56
ENSMUSG00000007880,1347.96,1908.57,1558.39,1438.6,1942.55,2359.09,1675.16,3398.8,1131.93,1627.94
ENSMUSG00000061751,365.281,367.741,296.627,279.627,313.644,371.162,296.988,463.428,187.53,214.034
ENSMUSG00000039219,206.331,276.599,200.1,201.331,248.946,286.048,181.365,333.672,114.491,195.453
ENSMUSG00000019951,2155.54,2895.85,1978.72,1906.7,1873.91,2282.73,1118.64,2278.84,833.668,1465.15
ENSMUSG00000030313,912.807,1111.29,815.44,819.766,950.841,1158.76,501.423,1053.57,366.47,678.922
ENSMUSG00000048495,26.7686,71.0515,43.767,40.5198,47.2544,44.8791,6.80394,21.4234,7.21848,39.3799
ENSMUSG00000010453,101.839,121.588,85.2832,93.8095,110.03,133.919,85.7912,179.472,67.41,98.512200000000007
ENSMUSG00000053286,1160.21,1414.63,1048.74,1121.63,1350.96,1781.62,889.896,1726.98,633.231,896.567
ENSMUSG00000036661,784.714,866.675,768.189,753.539,779.8,966.71,440.791,1062.56,333.278,583.357
ENSMUSG00000047986,2404.63,4127.05,2857.41,2132.44,2088.35,2712.27,988.446,2170.36,746.891,1612.28
ENSMUSG00000057133,270.207,315.91,244.574,265.412,324.048,350.383,300.416,401.428,158.841,212.3
ENSMUSG00000054958,56.7652,75.5867,94.1885,101.6,136.724,154.251,91.9433,207.805,50.0344,82.2758
ENSMUSG00000042473,3069.88,4335.69,3122.07,2993.45,3014.86,3559.45,1777.31,3584.56,1305.06,2193.25
ENSMUSG00000037110,1131.86,1399.81,1060.14,996.242,1074.61,1213.02,618.731,1199.37,412.928,747.401
ENSMUSG00000035944,2599.42,3099.5,1917.5,2046.53,1593.43,2201.39,1265.68,2505.9,950.413,1410.43
ENSMUSG00000068245,138.114,191.036,122.798,115.773,142.637,266.065,87.7187,149.824,74.1109,122.08
ENSMUSG00000021311,1810.56,2394.35,1487.31,1537.5,1673.58,2151.95,1134.81,2136.5,754.587,1388.9
ENSMUSG00000033769,1353.72,1736.14,1524.97,1490.31,1821.34,2151.1,1271.81,2870.28,795.971,1221.05
ENSMUSG00000021993,3271.74,4223.44,2583.99,2556.22,2331.02,2841.69,1149.38,2282.86,991.655,1974.23
ENSMUSG00000038611,395.788,455.62,502.245,372.71,377.108,449.791,269.324,438.006,138.175,259.784
ENSMUSG00000061759,1488.78,1793.12,1076.32,1186.36,1228.67,1576.38,881.02,1849.89,610.14,835.721
ENSMUSG00000026721,1923.47,2465.62,1466.81,1496.86,1348.55,1713.52,843.44,1728.2,606.177,1195.54
ENSMUSG00000041445,2110.78,2466.41,1806.07,1793.6,2140.16,2512.56,1171.3,2035.24,724.33,1172.06
ENSMUSG00000038024,2389,2980.65,2260,2436.89,2868.07,3329.4,1898.11,3751.62,1296.78,1884.63
ENSMUSG00000022799,156.024,217.237,153.669,155.981,182.89,220.675,114.898,234.381,77.9648,149.432
ENSMUSG00000043067,74.4739,88.6317,84.8318,71.1135,128.055,153.501,85.5199,195.011,68.1077,123.054
ENSMUSG00000021922,2196.95,1953.33,10963.2,9525.36,22024.3,19922.5,3319.38,4222.65,1202.49,1778.02
ENSMUSG00000071573,664.501,808.798,490.145,500.836,334.002,418.948,187.964,329.232,161.669,292.688
ENSMUSG00000024251,620.65,755.381,678.09,607.974,933.765,1012.89,446.897,1155.76,293.872,636.169
ENSMUSG00000013236,1063.84,1134.81,338.123,264.929,419.928,576.74,295.662,601.199,268.895,584.789
ENSMUSG00000078695,3084.57,3791.55,2476.11,2462.41,1580.52,2429.76,942.632,1927.99,749.296,1351.03
ENSMUSG00000029047,459.025,645.563,420.253,370.994,338.044,401.513,137.551,344.823,114.635,223.04
ENSMUSG00000039813,164.721,196.821,149.726,164.266,252.554,226.336,167.988,272.667,90.1059,174.917
ENSMUSG00000038844,989.414,1294.65,962.832,913.975,1116.44,1324.71,745.514,1486.63,490.531,773.354
ENSMUSG00000073016,369.771,307.227,316.36,296.387,420.269,526.788,293.642,570.162,177.703,273.061
ENSMUSG00000035649,35.4355,51.5181,49.8724,56.6166,66.3231,64.7999,38.1361,70.8165,21.9749,32.3684
ENSMUSG00000078713,897.18,1318.16,933.958,668.596,692.911,814.885,312.175,703.332,265.294,717.602
ENSMUSG00000028423,342.577,452.96,447.842,402.542,515.094,574.489,295.207,642.118,168.156,271.729
ENSMUSG00000028514,6273.97,7893.96,5663.28,5989.78,5627.33,7066.04,3337.76,6835.62,2554.85,4370.48
ENSMUSG00000055296,632.575,684.201,563.607,512.12,572.574,785.342,271.431,747.037,236.966,474.796
ENSMUSG00000037475,2411.63,2693.5,2257.16,2305.47,2751.08,3612.12,2218.72,5064.42,1623.57,2370.19
ENSMUSG00000061689,824.876,1387.06,1141.48,1055.46,1266.2,1565.78,1074.13,2217.3,708.647,1001.99
ENSMUSG00000066438,66.7325,111.645,67.2806,58.4417,54.3338,72.2205,43.787,64.3615,27.6727,67.4339
ENSMUSG00000013629,2863.21,3290.66,4106.27,4669.55,6345.17,7559.61,3438.2,6326.22,2019.35,3012.2
ENSMUSG00000050730,584.13,756.583,546.916,566.606,655.547,679.153,388.934,681.03,241.255,484.752
ENSMUSG00000034653,419.737,580.535,439.742,434.394,479.193,600.036,314.473,650.18,228.276,396.4
ENSMUSG00000036990,658.453,894.536,655.001,613.74,776.848,905.315,554.106,1101.67,380.263,560.375
ENSMUSG00000057614,4624.3,6666.5,3496.61,3824.84,3526.24,4594.5,2229.93,4746.02,1654.57,2757.83
ENSMUSG00000038495,462.849,590.991,678.732,602.286,586.202,638.437,328.003,607.814,228.973,347.569
ENSMUSG00000055024,904.886,1110.74,894.625,769.878,881.175,1111.29,660.953,1344.78,451.778,783.138
ENSMUSG00000020865,505.446,531.646,504.118,553.63,733.594,864.818,541.668,1331.67,384.453,458.787
ENSMUSG00000034610,705.466,705.555,600.202,631.778,784.195,1032.87,648.585,1587.13,438.683,581.037
ENSMUSG00000038102,3282.54,4134.27,2999.7,2958.2,2951.19,3836.74,1920.02,3843.26,1366.69,2249.16
ENSMUSG00000052331,708.147,837.104,658.215,688.003,941.336,1014.28,706.732,1343.31,454.618,694.823
ENSMUSG00000036606,6200.38,7813.35,5261.07,5223.88,5397.66,6776.18,3992.03,7186.71,2767.11,4124.7
ENSMUSG00000044447,1376.28,1949.19,1524.7,1506.15,1671.47,2015.64,985.563,1867.82,613.852,1044.08
ENSMUSG00000010608,2488.35,3507.27,2450.56,2520.26,2992.77,3519.41,2133.79,4558.01,1380.53,2267.28
ENSMUSG00000022401,2601.04,3462.53,2195.73,2399.66,2103.94,2588.34,1168.33,2515.17,718.877,1451.45
ENSMUSG00000048022,208.932,251.603,185.194,155.455,195.631,185.029,63.0907,133.214,43.6093,115.198
ENSMUSG00000030059,599.865,979.819,760.049,654.181,712.121,873.054,448.991,888.485,280.774,537.608
ENSMUSG00000090272,1057.58,1187.92,937.596,955.042,1001.67,2028.16,1202.23,2349.17,730.464,1127.9
ENSMUSG00000094410,39.5323,272.353,43.5474,76.6876,121.076,38.4433,22.0961,55.2271,20.2184,172.657
ENSMUSG00000102049,39.5323,272.353,43.5474,76.6876,121.076,38.4433,22.0961,55.2271,20.2184,172.657
ENSMUSG00000071054,4448.49,5964.51,4167.36,4064.24,5019.08,6080.51,4273.76,9045.51,2898.86,4411.93
ENSMUSG00000029376,246.65,300.136,413.696,430.877,490.351,528.097,236.932,444.231,144.593,189.281
ENSMUSG00000048701,1007.46,1420.87,1057.77,1093.5,1392.86,1664.96,687.4,1494.1,499.604,894.928
ENSMUSG00000038738,219.151,307.879,212.712,242.268,223.03,268.474,144.441,250.093,94.108,152.951
ENSMUSG00000096199,419.102,816.374,490.481,383.249,471.739,632.339,362.572,778.255,294.994,468.774
ENSMUSG00000026103,7074.43,9023.33,6417.12,7533.78,9604.16,11251.9,7214.16,16500.4,4743.22,6502.99
ENSMUSG00000038774,2303.27,2961.14,2440.39,2589.18,2942.31,3676.47,1703.81,3398.81,1079,1933.73
ENSMUSG00000078671,702.561,858.595,773.129,712.611,1028.21,1025.26,583.091,1353.32,457.544,842.526
ENSMUSG00000051495,778.929,1013.86,952.401,824.349,1169.06,1445.93,955.403,2003.11,642.042,846.64
ENSMUSG00000020609,2291.38,2042.41,3952.04,2906.52,10230,7401.43,2619.1,3271.77,1081.89,1680.65
ENSMUSG00000054889,1291.3,1708.59,1208.28,1459.96,2537.54,2050.09,1999.57,3230.5,1146.08,1449.25
ENSMUSG00000044791,451.89,681.597,471.44,475.375,676.62,629.933,376.81,813.837,256.438,586.871
ENSMUSG00000032254,130.351,121.432,207.79,156.288,264.326,332.285,141.228,218.947,84.5594,130.615
ENSMUSG00000035851,157.3,186.508,154.298,128.743,164.714,199.745,106.882,279.396,85.3009,122.235
ENSMUSG00000032220,3787.31,4941.15,4454.91,4681.71,6583.89,7117.02,4875.21,9467.58,2962.65,4908.19
ENSMUSG00000084883,146.769,232.395,86.1541,89.692,99.0886,135.848,67.6258,122.743,65.0199,91.4413
ENSMUSG00000056602,99.7911,128.498,81.3257,85.2052,108.892,113.054,75.5401,135.486,46.7969,88.9507
ENSMUSG00000022621,26.2232,28.6488,26.6244,24.423,35.9088,30.9197,16.204,30.3097,11.6577,18.91
ENSMUSG00000027580,295.876,532.746,435.614,485.551,381.207,518.353,288.21,503.683,173.018,238.632
ENSMUSG00000067629,254.269,390.237,285.3,324.791,400.418,378.329,203.661,418.296,114.107,267.726
ENSMUSG00000006005,9246.99,13011.1,8633.25,8618.53,11004.9,13094.2,9412.36,20376.1,6059.96,9040.43
ENSMUSG00000037031,299.569,372.074,237.019,236.942,259.579,293.324,263.149,394.138,163.813,251.984
ENSMUSG00000025555,5222.6,6838.67,4054.32,4258.8,4605.5,5650.83,3288.36,6063.85,2315.12,3659.32
ENSMUSG00000022272,928.007,1095.51,864.711,977.755,1089.14,1509.38,796.892,1583.67,513.341,734.912
ENSMUSG00000047586,6512.73,6204.21,1895.43,2844.27,2784.26,2793.19,502.735,830.176,265.622,645.112
ENSMUSG00000067851,6337.84,7648.17,5513.81,5589.46,6124.7,7296.01,3703.6,8011.72,2494.43,4140.26
ENSMUSG00000040022,572.767,741.306,438.133,429.336,499.724,546.521,447.669,797.168,264.943,401.334
ENSMUSG00000026219,4948.42,5993.12,4930.92,4868.22,5896.43,7327.57,3897.26,8294.36,2642.49,4333.99
ENSMUSG00000069601,18719.8,25364.8,13951.9,14598.7,12512.8,15670,6616.36,12983.6,5482.92,9556.72
ENSMUSG00000000628,2370.21,2933.69,2318.41,2773.71,3639.57,4248.2,3019.48,6143.75,1809.47,2409.06
ENSMUSG00000026509,5190.35,6512.29,5044.36,5632.82,7177.88,8825.11,4963.2,10601.1,3386.4,4678.59
ENSMUSG00000045092,89.8824,125.162,127.619,127.989,167.767,142.696,66.4027,143.811,43.3396,78.6742
ENSMUSG00000040118,827.075,1043.16,726.771,698.83,660.047,851.589,792.27,1397.93,582.285,1013.97
ENSMUSG00000024381,1230.33,1638.34,1263.08,1356.98,1549.59,1885.96,985.071,1887.79,584.919,1011.74
ENSMUSG00000027879,1437.49,1903.69,1283.64,1525.01,1490.2,1997.5,1132.76,2081.1,726.034,1001.59
ENSMUSG00000006307,92.5712,114.903,91.1595,85.0594,116.187,122.146,93.0704,161.143,47.2652,84.1099
ENSMUSG00000022048,6316.49,8293.11,5137.57,5637.39,6516.62,7760.44,6042.31,11652,3980.59,6525.55
ENSMUSG00000001123,1050.49,1273.21,956.232,1031.05,1300.24,2061.27,1517.4,2804.52,1075.38,1470.2
ENSMUSG00000001964,1062.08,1475.14,1172.65,1296.06,1418.77,2056.49,1260.55,2431.37,834.2,1100.35
ENSMUSG00000024955,112.218,157.899,46.6277,54.9303,60.7161,69.9622,41.6512,70.4761,36.7614,73.9809
ENSMUSG00000033998,129.464,102.53,117.91,142.081,192.13,274.251,156.557,313.045,103.801,99.4148
ENSMUSG00000042535,2967.97,3772.61,2534.47,2716.04,3137.3,3826.98,2086.1,4163.93,1526.64,2233.02
ENSMUSG00000025134,1268.57,1909.06,1176.72,1214.13,1547.59,1761.65,1278.64,2564.53,819.758,1266.57
ENSMUSG00000000078,68.5139,66.9448,96.2544,49.7302,62.5268,70.9301,26.0607,30.6828,11.769,19.443
ENSMUSG00000013663,911.837,1195.16,777.885,835.91,887.69,1185.5,741.691,1534.29,539.853,817.394
ENSMUSG00000026797,1906.23,2437.29,1467.77,1478,2046.53,2114.14,1326.6,2476.72,858.785,1403.76
ENSMUSG00000015337,1604.75,2248.14,1202.76,1345.04,897.194,1297.38,754.322,1431.62,694.601,1162.06
ENSMUSG00000028158,3058.46,3927.04,2451.04,2468.56,1655.3,2631.52,966.366,2071.22,810.033,1994.43
ENSMUSG00000028708,154.443,191.622,161.634,154.229,174.788,225.033,148.129,243.89,80.2738,170.223
ENSMUSG00000020669,299.677,400.226,211.047,213.022,296.955,255.303,175.379,374.708,129.703,218.632
ENSMUSG00000014426,601.786,602.387,623.709,587.98,587.031,885.685,479.7,860.848,285.954,403.746
ENSMUSG00000036112,3194.63,3990.12,2906.14,3371.3,3419.66,4288.27,2225.55,4443.54,1418.72,2337.56
ENSMUSG00000030814,273.453,352.952,339.097,322.198,383.963,502.078,288.941,569.199,171.242,297.695
ENSMUSG00000022875,3832.7,3031.79,6912.55,4926.97,10370.6,12282.7,6250.92,7935.54,2637.95,3817.14
ENSMUSG00000035547,415.796,497.773,396.002,421.382,586.067,560.383,443.787,796.132,288.291,470.71
ENSMUSG00000021125,407.057,539.805,639.03,983.355,1276.55,1825.52,905.712,2400.02,490.761,402.522
ENSMUSG00000018428,1769.57,2186.94,1616.38,1407.28,1230.71,1791.21,810.012,1858.11,634.115,1054.74
ENSMUSG00000027997,3640.11,3863.41,2797.6,2701.9,3268.9,3927.89,2749.84,5700.45,1835.35,2641.62
ENSMUSG00000005686,1111.02,1530.59,1252.25,1525.31,2935.63,2273.92,1377.1,2540.08,745.079,1046.53
ENSMUSG00000022324,280.618,411.269,181.601,196.475,861.277,462.989,867.077,1095.02,420.492,708.295
ENSMUSG00000020664,15706.1,17542.6,10851,13047.3,7936.21,11147.1,4746.34,8376.89,3628.89,5939.32
ENSMUSG00000024613,3019.31,3895.49,2978.84,2599.58,3452.37,4268.94,3712.49,8035.04,2699.07,3384.56
ENSMUSG00000029238,57.8422,43.6097,51.9099,50.5168,48.4981,48.0684,36.4603,51.3043,21.1901,38.5534
ENSMUSG00000029193,548.324,771.856,290.026,221.399,70.6624,148.624,51.7453,77.1124,45.3512,176.078
ENSMUSG00000031865,6698.76,8409.9,5900.73,6415.51,6421.93,8448.06,4321.35,8905.7,3062.57,4715.81
ENSMUSG00000035064,46.2777,53.9105,28.0847,32.4646,64.1721,63.0249,65.8212,117.759,44.5425,58.5055
ENSMUSG00000026315,1226.06,1392.37,925.915,1039.22,1194.4,1417.83,794.595,1612.49,528.062,817.913
ENSMUSG00000025289,3863.57,6606.27,3626.82,3867.64,3942.77,5244.66,2621.76,5860.94,2117.55,3105.37
ENSMUSG00000024456,4165.46,5504.43,4717.14,5460.36,6300.41,7931.19,4592.21,9344.84,3054.43,4234.7
ENSMUSG00000020929,5610.01,6652.95,5369.93,6243.58,6864.06,8924,5441.07,10054.2,3245.65,4407.11
ENSMUSG00000030400,297.264,349.86,308.073,297.841,362.154,439.573,258.627,584.911,170.006,246.365
ENSMUSG00000090035,185.673,172.787,159.929,147.872,185.669,233.208,124.417,235.464,96.374,113.842
ENSMUSG00000018199,2018.45,2489.83,2006.71,2269.8,2240.12,2674.92,1515.23,2943.34,1095.04,1661.89
ENSMUSG00000070002,74.4962,79.979,117.523,121.258,129.222,158.253,70.5963,142.803,49.6812,63.2295
ENSMUSG00000031834,578.246,849.511,719.901,692.327,650.192,769.067,419.054,827.987,272.039,466.583
ENSMUSG00000022610,591.26,739.822,573.02,547.604,610.02,720.612,425.535,797.09,278.754,389.848
ENSMUSG00000000420,1303.29,1787.62,1149.56,1330.13,1389.04,1944.67,839.019,1625.07,581.554,916.8
ENSMUSG00000034171,4160.94,5911.81,3554.8,3649.39,2198.8,3162.82,1236.82,2265.23,1043.21,2081.02
ENSMUSG00000024847,1710.58,2166.74,1696.44,1698.84,1848.75,2676.28,1682.46,3078.9,1024.82,1441.52
ENSMUSG00000097319,1710.58,2166.74,1696.44,1698.84,1848.75,2676.28,1682.46,3078.9,1024.82,1441.52
ENSMUSG00000059714,2378.77,3044.66,2187.53,2507.31,2856.3,3446.24,2286.14,4716.9,1408.94,1904.7
ENSMUSG00000023829,2720.52,4084.11,1523.94,1437.38,422.925,971.825,619.667,1171.29,661.521,1345.23
ENSMUSG00000018001,328.558,458.227,343.153,378.76,385.106,465.078,257.197,488.275,170.325,306.191
ENSMUSG00000010760,35.3142,62.8301,48.8443,30.637,28.2054,40.5074,8.81698,20.5545,9.39567,25.0049
ENSMUSG00000005968,105.728,139.037,391.101,354.644,335.095,505.914,149.79,353.545,68.0664,143.062
ENSMUSG00000032470,567.67,799.713,344.454,321.925,312.857,358.016,258.132,471.39,199.376,327.827
ENSMUSG00000028249,172.117,242.354,239.283,278.822,348.16,369.143,284.753,539.268,203.822,253.225
ENSMUSG00000018585,1507.14,2955.82,2247.4,1357.99,1511.45,1950.08,1349.73,3297.84,974.283,1739.36
ENSMUSG00000038633,197.517,331.991,257.979,394.453,448.54,505.768,246.124,340.462,145.023,157.754
ENSMUSG00000005069,2004.74,3226.5,2173.06,1893.82,1465.32,2052.74,983.685,1758.45,614.811,1218.45
ENSMUSG00000017057,178.873,190.116,285.398,301.022,198.013,243.103,121.027,241.835,81.4697,128.864
ENSMUSG00000002204,1619.48,1821.17,1445.13,2145.56,1623.15,2449.43,1918.18,3725.89,1299.62,822.164
ENSMUSG00000027287,1690.41,2418.24,1332.91,1243.34,1361.85,1738.72,1068.15,2362.47,751.959,2002.52
ENSMUSG00000030017,133.46,162.462,43.1147,69.3318,150.602,58.0373,88.5189,248.787,181.734,459.774
ENSMUSG00000032978,528.454,1020.39,1066.13,932.079,533.97,717.399,309.872,910.112,310.334,526.158
ENSMUSG00000031583,150.861,167.038,92.6454,100.702,132.074,156.612,104.515,218.346,91.2608,118.964
ENSMUSG00000014769,1971.78,2649.81,1926.07,2116.24,2201.48,2682.61,1503.12,3025.29,1030.84,1653.23
ENSMUSG00000028800,1647.44,2186.37,1586.4,1782.86,2149.95,2766.32,1682.1,3252.82,1115.99,1549.01
ENSMUSG00000018932,1557.55,1932.61,1689.63,1807.14,1862.44,2306.92,1080.83,2106.15,674.851,1139.37
ENSMUSG00000031059,4053.95,5575.89,3448.59,2920.26,1892.5,2711.06,988.828,1956.07,806.924,1814.14
ENSMUSG00000015090,230.081,381.517,434.702,513.758,709.124,703.458,415.68,938.728,328.017,539.447
ENSMUSG00000020570,1872.1,1240.77,1366.14,1815.91,1464.23,1963.46,993.938,1396.54,617.725,518.82
ENSMUSG00000020902,778.005,938.136,436.475,456.495,593.12,711.396,458.772,714.571,301.345,530.677
