mirna,A178_day3,A180_day7,A181_day7,A189_day14,A196_normal,A200_normal,A201_normal,A74_day3,A75_day3,A80_day7,A84_day14,A85_day14
mmu-miR-6909-3p,-1.97894077991719,-1.9825094618901,-1.97660165464367,-1.97698425280335,-1.9759887909999,-1.97942682102441,-1.97475556204549,-1.97976085277558,-1.97508270073611,-1.93660639428625,-1.9794548979618,-1.97354128787136
mmu-miR-6909-5p,-0.47114965837752,-0.391722547176873,-0.568042963319563,-0.568460105745538,-0.567362474666515,-0.570975036355381,-0.565949805486095,-0.571298169374513,-0.380543359977318,-0.570011072778611,-0.571002394821986,-0.562701472548467
mmu-miR-6911-3p,2.92128343215038,2.8508068786175,2.99291537344263,2.81641767023979,2.88571557651958,3.09143047659554,2.86979112490407,2.82878524460365,2.95570721218832,3.00401213594911,2.87198816279512,2.78907902326131
mmu-miR-6913-3p,-1.97856076182481,-1.98184750955492,-1.97640643293208,-1.97675880494013,-1.97584198695305,-1.94046134075459,-1.97470618597741,-1.97931604700469,-1.97500747994448,-1.97811795570399,-1.97903426333852,-1.97358784230995
mmu-miR-6914-3p,1.17179764447238,1.36509988164588,1.19495265950699,1.08097270186943,1.20135864698354,1.40398392793068,1.21464461795409,1.2479491251484,1.08738796087986,1.17638341059193,1.16699658956074,1.09287453175314
mmu-miR-6919-3p,-1.29223916458131,-1.29475042686543,-1.2876367562605,-1.28838954747419,-1.28643090005196,-1.29319548772546,-1.28400442753016,-1.21451936893066,-1.2846480979863,-1.29129317412376,-1.17464146224931,-1.28161524999185
mmu-miR-6921-3p,-1.49742957168196,-1.50229189692621,-1.49294135662975,-1.49367546986373,-1.41145850252397,-1.49836216688673,-1.48939915190873,-1.49900309294165,-1.4900268518494,-1.49650705279297,-1.41810912257202,-1.48706925376793
mmu-miR-6925-3p,-1.98049628902311,-1.98521952549161,-1.9774004004345,-1.97790677830575,-1.97658926065392,-1.98113957612469,-1.97495705245613,-1.98158167518556,-1.91999578690461,-1.9798599523797,-1.98117673662697,-1.97334993136617
mmu-miR-693-3p,-1.74228458262146,-1.74696901051195,-1.73921413147065,-1.73971634867679,-1.7384096564382,-1.6605139439538,-1.73679085931555,-1.74336105068425,-1.73722027768851,-1.74165347445231,-1.74295943931238,-1.73519694317195
mmu-miR-6932-3p,-1.74497249491695,-1.75112151434808,-1.74094206383122,-1.74160129980015,-1.6317122764661,-1.74580996831339,-1.7377611529672,-1.74638552190549,-1.73832482946754,-1.74414407008344,-1.74585834629576,-1.73566889718533
mmu-miR-6937-3p,-1.97856076182481,-1.98184750955492,-1.97640643293208,-1.97675880494013,-1.97584198695305,-1.94046134075459,-1.97470618597741,-1.97931604700469,-1.97500747994448,-1.97811795570399,-1.97903426333852,-1.97358784230995
mmu-miR-6938-3p,-0.740052257452145,-0.846358720569562,-0.841222047761727,-0.841594960704335,-0.552082151663928,-0.84384972011691,-0.836049301838794,-0.844140231481693,-0.837043906073225,-0.842984164154827,-0.843874309511411,-0.832357527463048
mmu-miR-6940-3p,-0.771684100404033,-0.794994851988281,-0.862285600138817,-0.86258004225163,-0.860733780977691,-0.775111789309341,-0.857403886132433,-0.864570671977523,-0.858287207461935,-0.86367060757485,-0.775307377568238,-0.854125171909312
mmu-miR-6944-3p,6.09435753864756,5.85420425677802,5.87305897350743,5.74423587514152,5.46504198497971,5.44371133505144,5.51737514593539,6.00445447617486,6.37798702494916,6.48456937524203,5.9088025505215,5.91723707528539
mmu-miR-6945-3p,-0.828880968923112,-0.755991747525562,-0.8269139414456,-0.827248875554684,-0.825816487357357,-0.829264691505467,-0.822246913570544,-0.653720068785327,-0.702048832793226,-0.828492748398165,-0.829286587165641,-0.818732204281159
mmu-miR-6946-3p,0.805083714041077,0.775121677547359,0.711121868556227,0.710090901049542,0.833500214797724,0.930005832735808,0.846244929695824,1.00040791793868,0.715348907434401,0.706251583233523,0.703792244231139,0.922991847613558
mmu-miR-6948-3p,2.17935014441235,2.19831891480327,2.16374635325387,2.15858623924007,2.6935790629011,2.40497598653888,2.24799203047259,2.24931046075152,2.18483926799969,2.39538590076729,2.3325651346307,2.26951031164244
mmu-miR-6952-3p,2.00527130679472,1.99294125058871,2.13487041693616,2.08145264561525,2.1476121432857,1.99854000392043,2.12267062090485,2.24609582746708,2.0076718964387,2.09775444124378,2.25452395686953,1.89686547938866
mmu-miR-6953-3p,1.17148766351336,0.885186013739063,0.901782976332394,0.900580398808947,1.28003328563228,1.03672524730821,1.03879161679021,1.03267851915069,0.906709201567693,0.896098089723793,1.16128877823898,0.911930569925626
mmu-miR-6954-3p,-1.24788453460686,-1.25115909266063,-1.07430458514818,-1.24266929528529,-1.24001583267607,-1.24899448531152,-1.23672858759266,-1.24924411793819,-1.23760059521825,-1.24660296127248,-1.24901560451201,-1.12192861960269
mmu-miR-6956-3p,1.55234733783793,1.7411568527433,1.3729366853794,1.48334868935621,1.69864435227807,1.45746532587095,1.62357864640351,1.36038671706241,1.37950594101726,1.51479017504079,1.54430884318319,1.5236545991413
mmu-miR-6958-3p,-0.948814313602626,-1.1246032471046,-1.11819874274753,-1.11909229678034,-1.11676740606542,-1.12303982793003,-1.11388721263608,-1.12322235114385,-1.11465124165425,-1.12249366828808,-1.03534232955487,-1.11105128789943
mmu-miR-6960-5p,-1.25494459535905,-1.10789327577258,-1.24928671529673,-1.25021214435521,-1.24780431970626,-1.25603455566339,-1.24482138348116,-1.25623976997232,-1.24561266708458,-1.25378166061363,-1.25605192985668,-1.14064874819893
mmu-miR-6962-3p,-1.97843573397615,-1.98162974026502,-1.97634219331021,-1.97668462251444,-1.97579367417982,-1.97887074565971,-1.97468992185167,-1.94171031771014,-1.97498271427283,-1.97800542241872,-1.9788958748013,-1.97360313424268
mmu-miR-6964-3p,-1.50004150238848,-1.50567668724151,-1.40231589163868,-1.49571493453683,-1.49351361925431,-1.50111630979299,-1.39823353324458,-1.50185497118226,-1.49150993579996,-1.4989783078453,-1.50117839775171,-1.48810133118641
mmu-miR-6966-3p,-1.74497249491695,-1.75112151434808,-1.74094206383122,-1.74160129980015,-1.6317122764661,-1.74580996831339,-1.7377611529672,-1.74638552190549,-1.73832482946754,-1.74414407008344,-1.74585834629576,-1.73566889718533
mmu-miR-6972-3p,2.840811179542,2.95974052738091,2.94205059682891,2.97169162356124,3.08150168884931,3.09237009036803,2.94844376706311,2.99090613094986,2.73288301083587,2.76984774115571,3.0620592118343,2.93029325132814
mmu-miR-6976-3p,-1.54449580175102,-1.49008616872751,-1.54085018745069,-1.54144648100453,-1.53989501652027,-1.54525331501082,-1.5379729830308,-1.54577391599899,-1.53848284092607,-1.47851607702274,-1.54529707396876,-1.53608049127593
mmu-miR-6978-3p,2.76239498454752,2.79781461858558,2.55697547576632,2.7195285502141,2.29349285379656,2.26585453338591,2.30414114315446,2.82414437535416,2.73674851976203,2.90391702242132,2.26564263099415,2.51466520611067
mmu-miR-6979-3p,-1.0422893479414,-1.06551214620487,-1.13099873458622,-1.13191100918247,-1.02974087082622,-1.13614369917899,-1.12659687499271,-1.13633538914657,-1.12737691093736,-1.1354297867415,-1.13615993710525,-1.12370153570809
mmu-miR-6980-3p,-1.59326561525059,-1.4989181943235,-1.59021321649385,-1.59071248096684,-1.5894134712876,-1.59389986570661,-1.5878041917121,-1.59433575433281,-1.58823108536497,-1.59263821761543,-1.59393650419269,-1.58621964683055
mmu-miR-6983-3p,-1.97855013093954,-1.98182899269526,-1.97640097098093,-1.97675249753418,-1.97583787929097,-1.97899669961959,-1.97470480347044,-1.97930360394517,-1.97500537453551,-1.9781083872543,-1.94056791949399,-1.97358914307235
